word,segmentation,related_words
cursory,cursor.y,cursor; cursive
remiss,re.miss,re.miss.ion; dis.miss
oblivious,ob.livi.ous,ob.livi.ate; ob.liv.ion; live; remiss
negligent,neg.lig.ent,neg.ative; neg.lect; neg.lig.ible
advert,ad.vert,ad.vert.ise; ad.vert.ise.ment; commercial
inadvertently,in.advert.ent.ly,informal; advert
berate,,
obloquy,ob.loquy,col.loqu.ium; ob.sequi.es; op.probr.ium
broil,broil,em.broil; b.oil; grill
vituperation,vitu.per.ation,per.ation; vitu; vice; vile
lambaste,lam.baste,lame; baste
vilify,,vili; vile
vile,vile,vole
revile,,vile; vilify
fervour,,fervor; fervent; verve; energy; excitement; enthusiasm
ardour,ard.our,ard.or; ard.ent; ard.uous; ferv.our; ferv.or
effervescent,ef.ferv.esc.ent,esc.ent; ferv; esce; escence; escent
ebullient,e.bull.ient,bull; ient; emollient; effervescent
stocky,stocky,stock; stout; sturdy
sinewy,,sinew
bonny,bon.ny,bun.ny; boon
sturdy,,stout; steady
admonish,ad.mon.ish,
stricture,strict.ure,struct.ure; re.strict; re.strict.ion
censure,cens.ure,cens.us; in.cense; in.centive; obloquy
decry,,censure; detest; outcry; obloquy; condemn; death; deplore
impugn,,impute
flay,,
chide,chide,child; rebuke; reprimand; upbraid; berate; lambaste
braid,braid,plait; plaid
upbraid,,braid
reprehensible,re.prehen.sible,comprehensible; apprehensive
reprove,,reproof
reproof,re.proof,re.prove; re.proach; formal
probate,probate,reprobate; rebate
reprobate,re.prob.ate,prob.ate; re.prove
reproach,re.proach,ap.proach; obloquy
relentless,,relent; lent; lend; restive
truculent,truc.ul.ent,ob.stre.per.ous; pugn.acious; lent; lend; truck
ferocious,fero.cious,vi.cious; fer.al; fierce
satanic,,
virulent,viru.lent,virus
ruffian,ruff.ian,ruff.le; raff.ish; villain
atrocious,atro.cious,atro.city
iniquitous,,quit; nefarious
curmudgeon,cur.mud.geon,bur.geon; dun.geon; pi.geon; scurrilous; cantankerous
cantankerous,can.tanker.ous,kero.sene; cur.mud.geon; scu.rri.lous
touchy,touchy,touch; sensitive; intransigent; intractable
surly,,churlish; formal
snappy,,
grumpy,,grumble; stingy; informal
churlish,,surly
bilious,,bily; bile
peevish,,fractious; formal; waspish
waspish,,wasp
fractious,fract.ious,re.fract.ory; fract.ion; fracture; peevish; ious
meek,,
amicable,ami.cable,amiable; genial; friendly; cheerful; anodyne; cable
amiable,amiable,amicable
responsive,,despondent; respondent
submissive,sub.miss.ive,subordinate; amenable
amenable,a.men.able,ami.cable; ami.able; menial; submissive
lenient,leni.ent,leni; lenin; linen; linin
genial,geni.al,geni.us; gener.al; ami.cable; ami.able; cheerful
clement,cle.ment,cle.mency; cle.ment.ine; clemente; temperate
zest,zest,best; rind
gloat,gl.oat,gl.ee; fl.oat; bl.oat
rapture,rap.ture,en.rap.ture; rav.ish; rhap.sody
overwrought,,wrought; write
pulsate,,pulse
unfettered,un.fetter.ed,fetter
hilarious,,
gaiety,gai.ety,jocund
frisk,,brisk
festive,,
convivial,,vivian
buoyant,,buoy
blithe,bli.the,li.the
jocund,jo.cund,rubi.cund; fe.cund
hectic,,hector
frolic,fro.lic,frog; rollicking; gambol
rollicking,rol.lick.ing,frolic; gambol; lick
glee,,gloat; gree
enrapture,en.rap.ture,rap.ture; ravish; rhapsody
agog,agog,galact.ago.gue
stark,,
presumptuous,pre.sump.tuous,sump.tuous; pre.sump.tion; per.empt.ory; temerity; imperious
peremptory,per.empt.ory,empty; imperious; presumptuous; imperative
overbearing,,overriding; peremptory; imperious
imperious,imper.ious,imper.ial; imper.ative; per.empt.ory; presumptuous
arbitrary,ar.bitr.ary,ar.bitr.ator; ar.bit.er; pouvoir; arbitraire; power
obstreperous,ob.stre.per.ous,stripe; stripper; recalcitrant
intractable,in.tract.able,de.tract.or; tractor; touchy; intransigent
pronounced,pro.noun.ce.d,pro.noun.ce; enunciated; enunciate
tenacious,ten.acious,obs.tin.ate; per.tin.acious; pertinacity; tenacity; acious
recalcitrant,re.calci.trant,calci.um; en.trant
opinionated,,obdurate
pertinacious,pertin.acious,im.pertin; acious; pertain; obstinate; obdurate
intransigent,in.transi.gent,transi.ent; intractable; touchy
adamant,adam.ant,adam; perverse; steadfast; pertinacious; tenacious
obstinate,ob.stin.ate,ob.stin; per.tin.acious; tenacious; obdurate; touchy
obdurate,ob.dur.ate,per.tin.acious; obstinate
pulchritude,,charisma
nubile,,nude; bile
riveting,,rivet; river
seraphic,,ceramic; semaphore
comely,come.ly,come; homely
captivating,captiv.ating,captiv.ate; adj.n; capit.ation; captive
glamour,,grammar
beguiling,be.gui.ling,
maudlin,,
susceptibility,sus.cepti.bility,de.bility; sus.cept.ible
wan,wan,pall.id; wane; wanton
fragile,fragile,frail
spindly,spind.ly,spind.le; spin; lanky
puny,,pony
frail,fr.ail,fl.ail; frag.ile
flimsy,,film
lithe,lithe,lith; blithe; supple; lissome
lissom,liss.om,
limp,,limb
limber up,,limb
floppy,floppy,flabby
flaccid,flacc.id,flabby
flabby,flabby,abbey; flaccid; floppy
groggy,,
enervate,e.nerv.ate,e.mac.iate; nerve
macerate,mac.er.ate,e.mac.i.ate; mace; nutmeg
emaciated,e.mac.i.ated,mac.er.ate; e.nerv.ate
effete,ef.fete,fete; fetus; feat; feeble
debility,de.bility,a.bility; effete
fracas,frac.as,frac.ture
racket,racket,rocket; rack; rake; bracket
ruckus,ruckus,rumpus; ruck; rugby; rucksack
rumpus,,rump; ruckus; informal
hullabaloo,hull.aba.loo,hub.bub; balloon; hull
hubbub,,humdrum
pandemonium,pan.demon.ium,demon
tumultuous,tu.mult.uous,mult; uous; tumulus; tempest; vicissitude; lugubrious
strenuous,stren.uous,streng.th; onerous; arduous
onerous,onerous,owner.ous; oner; arduous; exonerate; strenuous
arduous,ard.uous,ard.our; ard.ent; as.sid.uous; onerous; strenuous
sedulous,sed.ul.ous,ul.ous; sid.uous; seduce; seduction; seditious; sedentary
assiduous,as.sid.uous,diligent; arduous
skinflint,skin.flint,skin; flint
niggardly,nigg.ard.ly,nigg.ard; nigger; niggling
stingy,,stint; sting
grudge,gru.dge,be.gru.dge
begrudge,begrudge,grudge
stint,stint,stingy; informal; stunt; glint; flint; abroad; navy; Google; prison; afloat
scrimp,scr.imp,sk.imp; shr.imp
skimp,sk.imp,skinny; skim
parsimonious,pars.i.monious,sanct.i.monious; acrimonious
baleful,bale.ful,bailout; bale
malignant,,malign; benign
malign,ma.lign,
malice,mal.ice,mal.ic.ious
malicious,mal.ic.ious,malice; Alice
fell,,fall
diabolical,dia.bol.ical,dia.bol.ic; dia.bolo; dia.blo
nefarious,ne.far.ious,ious; heinous; iniquitous; abhorrent; abominable; odious; hideous
vicious,vic.ious,vice; vitriolic
oppressive,,repressive; depressive
repressive,re.press.ive,de.press.ive; de.press; op.press.ive; suppression; suppressive
stellar,stell.ar,con.stell.ation; celestial
overriding,,overbearing
vital,,vita.min; viable
momentous,moment.ous,moment.ary
paramount,para.mount,mound; mount
imponderable,,ponder
appreciable,ap.preci.able,ap.preci.ate; preci.ous; prec.ise
repugnant,re.pugn.ant,im.pugn; pugn.acious; pung.ent; revolting
repellent,,compelling
revolting,re.volt.ing,re.volt; odious; formal; vomit; repulsive
enmity,en.mity,animus
animus,anim.us,anim.os.ity; anim.al; un.anim.ity; formal; enmity
animosity,,animus
abhorrent,abhorrent,abhor; horr; ible; abominable; odious; hideous; heinous; nefarious
abominable,ab.omin.able,ominous; omen; odious; hideous; heinous; nefarious; abhorrent; omin
venom,ven.om,Ven.us; ven.er.eal
rankle,rank.le,rank; rancor; rancour; rancid
rancour,rancour,rancor; rankle; rancid; resentment
spiteful,,spite; spit
odious,od.ious,ious; odor; abhorrent; abominable; hideous; heinous; nefarious
noisome,noi.some,an.noy; irk.some
obnoxious,,
rebarbative,re.barb.ative,barber; barb
irksome,,vexation
pesky,pesky,pest
detest,detest,loathe
resentment,re.sent.ment,sentiment
repulsive,,repulse
infernal,in.fern.al,in.ferno; furn.ace; fern
hideous,,hide; heinous
heinous,heinous,abhorrent; abominable; odious; hideous; nefarious
scurrilous,scur.ri.lous,scur.ry; scur.vy; ob.scure; cur.mud.geon; scold; cantankerous
infamy,,infamous
infamous,,famous
flagrant,,flag; fragrant; blatant
staid,sta.id,stayed; stasis; stagnation; stale; stagnate
taciturn,tacit.urn,saturn.ine; jupiter; jovial; morose; sullen; glum; sulky; tacit
self-possessed,,poss.ess.ed; poss.ess; self; nonchalant; equanimity
sangfroid,,sanguine
equanimity,equa.nimity,equi.vocate; equi.librium; com.pos.ure
composure,com.pos.ure,ex.pos.ure; equa.nimity
aplomb,aplomb,plumb
harrowing,harrow.ing,ow.een; harrow
plangent,plang.ent,plank
pathos,,
lament,,
depress,,repress
fume,fume,fumes
unprovoked,,provoke; invoke
mope,,
despondent,de.spond.ent,responsive; respondent; mope; nothing; sorry
deflate,,flat; inflate; inflation
huffy,,
sulky,sulk.y,sull.en; silk; taciturn; morose; glum; grim; sulk
sullen,sull.en,sul.ky; taciturn; morose; glum; grim
morose,mor.ose,mor.ass; rose; moor; taciturn; sullen; glum; sulky
sombre,som.bre,tim.bre; gloomy; sombrero
saturnine,satur.nine,Satur.nalia; satur.nalian; Saturday; Saturn; jovial; Jupiter; grim; taciturn; saturation
lugubrious,lugu.bri.ous,salu.bri.ous; lugubre; tumultuous; lugu
dismal,dis.mal,abject
doleful,,dole
dolorous,dol.or.ous,in.dol.ent; doll; doleful
glum,glum,glue; grim; gloomy; taciturn; morose; sullen; sulky
gloom,gloom,groom; gloomy; Sunday
apprehensive,,reprehensible; comprehensive
nullity,,
lackadaisical,lack.a.dai.sic.al,lack.a.dai
lukewarm,,Luke; tepid
chamomile,chamo.mile,camo.mile; chame.leon
allegory,al.leg.ory,al.leg.ation; al.lege; al.legro; al.lergy; parable
archaic,archa.ic,archae.ology; arche.ology
brandish,brand.ish,wield; brand
buttock,butt.ock,butt.on
lyre,,lair
acquittal,ac.quit.tal,impunity; formal; disapproving
nurture,,nurse
aphorism,a.phor.ism,eu.phor.ia; dys.phor.ia; meta.phor; Hippo; crate; phase; epigram; saying; maxim; adage
azure,az.ure,a.sure; Asia; cyan
rampant,ram.pant,ram.part; ram.ble; ram.page; pants; pant
taper,,
defiant,,defy
spirant,spir.ant,conspirator; spire; respire; perspire; sibilant; spir
deviation,de.vi.ation,deviant; deviate; devious; defiant; defiance
qualm,qualm,calm; psalm; scruple
ingenious,,genius; genuine
slump,s.lump,lump; slum; plump; plumb
cereal,ce.real,
clergy,cler.gy,cler.k; cler.ic
acolyte,,proselyte
sentient,sent.ient,sent.in.el; sens.ible
deforestation,,forest
ratify,,rate; sanction; approbation
coefficient,,efficient
federalist,,
purge,,
paedophilia,,retrophilia; Anglophilia
veto,veto,vote; ditto; deto
Antipodean,anti.pod.ean,Sisy.ph.ean
grand,,gland; gonad
legacy,leg.acy,
protege,pro.tege,tege; disciple; apprentice; prentice
apprentice,ap.prent.ice,prent.ice
lieutenant,lieu.ten.ant,ten.ant; mi.lieu; pur.lieus
asphalt,as.ph.alt,tar.mac
stove,,furnace; furniture
preliminary,pre.limin.ary,
grapple,grapp.le,grape; grab; grasp
adieu,ad.ieu,mil.ieu; l.ieu; dios
attrition,at.trit.ion,nu.trit.ion; con.trit.ion; de.trit.us
phosphorus,phos.phor.us,
slosh,,sloth
depose,de.pose,pro.pose; im.pose; re.pose; dis.pose; de.posit; de.position; relegate; subside
gonad,,gland; grand
howitzer,how.it.zer,hawser
exquisite,ex.quis.ite,per.quis.ite
ranch,,range
siphon,siphon,psiphon
barrage,bar.rage,rage
sewer,sew.er,sewage
ingrained,,grain; inveterate
canny,can.ny,adroit; astute; shrewd; wary; savvy; informal
conclave,con.clave,en.clave; caucus
entente,Entente,Powers; Triple
berm,,brim
phishing,,
discern,dis.cern,con.cern
plodding,,plod; plot
stymie,,style; pigsty
spatter,spat.ter,spate; spat
procure,pro.cure,epi.cure; se.cure; obs.cure
heretofore,here.to.fore,
crony,,chronic
carrot,car.rot,
conscientious,con.scien.tious,con.science; meticulous; punctilious
convent,con.vent,con.vention
toaster,,toast; boast; coast
dough,,
lasso,lass.o,noose
refract,refract,refractory; fracture; reflect; deflect
deflect,de.flect,in.flect; re.flect; re.fract; di.vert; fleck; reflector; slew
prow,prow,prow.ess; prowl; plow; plough; stern; port; side; starboard
tamper,tamp.er,tamp; tampon; proof; taper; pamper; cosset
blight,b.light,p.light; blotch
desertion,,desert; dessert
isotope,,isosceles
slimy,,slime
brisket,brisk.et,chicken; breast; brisk
snarl,,snare; snail; gnarl
trickle,trick.le,trick
peasant,,peanut; parent
supplant,,
legume,leg.ume,
coincidence,,incident
prelate,pre.late,late; bishop; cardinal; Pope
palisade,palis.ade,pale; paling
situated,,reside
notably,,notable
obscurity,ob.scur.ity,ob.scure; scur.ri.lous; liv.ion
nucleus,nu.cle.us,nu.clear
rampage,ram.page,page; rampart; rampant
prowl,pr.owl,scowl; prow; prowess; plow; plough; plowshare
cede,cede,cession; secede; secession; concede; concession; recede; recession; accede; accession; intercede; intercession; precede
fief,fief,turf
squirt,squirt,squirrel; squire
squire,squ.ire,squ.irt; squ.ir.rel
freebooter,,free; booty
resign,re.sign,
virtually,virtu.al.ly,virtu.al; virtue
ecclesiastical,ec.clesi.astical,Hkaleesi; great; grass; claim; tial; aster; asterisk; clesi
vanquish,van.quish,van.ish; quash
laden,,lade; load; clad; blue; shirt; snow; mountains
chieftain,chieftain,whole; name; leader; chief; clan; chef
deacon,dea.con,bea.con
repute,,
episcopal,epi.scop.al,scope
falter,fal.ter,fall; fault; quaver
secular,secu.lar,secu.rity; sacred
backwoods,,backwater
furnish,furn.ish,furni.ture; finish; embellish
amenity,,amenable
purveyor,,pur.vey; provide; vendor
commerce,com.merce,com.merc.ial; com.mence.ment; mercy
bivouac,bi.vou.ac,de.vou.t
spiffy,spi.ffy,huffy; informal; spiteful; sassy
pompous,pomp.ous,pump
versatile,ver.sat.ile,
circumlocution,cir.cum.locu.tion,locu; tion; circumstance; circumvent; circumference
prime,,
excessive,,
corny,,
clunk,,
arable,ar.able,arab; bian
brownie,,
chef,,
entourage,en.tour.age,re.tinue; entente
hence,,
diaspora,dia.spora,spora.dic; spore
pram,,per.ambula.tor
lasagne,la.sa.gne,lasagna
tortellini,tor.tel.lini,ravioli; torte; toise
lentil,,
maggot,mag.got,fag.got; bigot
matey,matey,mate
chard,,shard
crock,crock,rock; crockery; cutlery; clock
prostate,,
Hadrian,,
prism,prism,prison
atrocity,,atrocious
extant,ext.ant,ext.ent; ext.end; extinct
correspondence,cor.respond.ence,cor.respond.ent
talmud,,
sermon,ser.mon,sum.mon
prescriptive,pre.script.ive,pre.script.ion; de.scribe
quotidian,quot.id.ian,quot.a; quotient
conscience,con.sci.ence,sci.ence; con.sci.en.tious
model,,
belie,,
sleek,sleek,sleeve
sinister,sin.ist.er,
mince,,
nominative,nomin.ative,de.nominator; de.nomination; nomin; ative; nomen
eclipse,ec.lip.se,el.lipse
aisle,aisle,isle; seat; plane
vest,,
evangelist,ev.angel.ist,re.venge; ev.angel.ic.al
perception,per.cept.ion,per.cept.ive; in.cept.ion; per.spec.tive
insinuate,in.sinu.ate,in.nu.endo
München<br>Munich,,
Reich,rei.ch,
blonde,,blond; brunette; redhead
Aryan,Ary.an,Stark; Aria; Sansa
coma,,comma
tinnitus,tin.nit.us,teeny; tiny
deodorant,de.odor.ant,per.spir.ant; anti
teak,tea.k,teat
trousers,,
hypothermia,hypo.therm.ia,hypo; therm; hypodermic
kiln,,kill; kilo
tether,,taser; leash
kerosene,kero.sene,
palatable,palata.ble,palate
bootleg,bootleg,boot; freebooter
dingy,ding.y,dung; dinghy
viable,,vital; variable
baffle,baff.le,waff.le; raff.le; confound; perplexity; confusion
knead,kn.ead,kn.eel; need
serpentine,serp.ent.ine,serp.ent; sept
proactive,pro.active,re.active
outset,,offset
grievance,griev.ance,grief; grieve
slander,sl.and.er,sl.ant; slide; libel; fraud
blatant,blat.ant,brat; flagrant; flag
shirk,shirk,shirt; shark; shrink; shriek; shrill; eschew
compelling,com.pell.ing,re.pell.ent; ap.peal.ing; enchanting
overfishing,,
succulent,suc.cul.ent,cul.ent; suck; lent
orgy,,
moratorium,mor.ator.ium,ator.ium; morass; crem
<div>⁨faux pas</div>,,faux.pas; fake; step
impertinent,im.per.tin.ent,per.tin.ent; con.tin.ent; per.tin.acious; impudent
prominent,pro.min.ent,e.min.ent; salient
disrupt,dis.rupt,dis.turb; per.turb
Dante,,dandy
caveat,cave.at,cave
shady,,shade
khaki,,
broccoli,broc.coli,broc.ade; colo; cauliflower; coli
bran,,
facetious,face.tious,fri.vol.ity
slumber,slum.ber,slum; lumber
eunuch,,
<span >cockroach</span>,,cock; roach; informal; NAmE
lumber,lumber,timber; slumber
poise,,
lavender,la.vender,vendor
dysentery,dys.ent.ery,dis.sent.er; entry; sentry; diarrhoea
rote,rote,rotate; rite
clove,clove,cleave; cleft; cloven
arachnid,a.rach.nid,knit
haptic,hap.tic,hap.less
abscond,abs.cond,condi.ment; condo; cond
macho,ma.cho,pon.cho; machete
toss,,
faculty,fac.ul.ty,fact.ory
brat,,blatant
duvet,,
sauté,,
luscious,lu.sc.ious,con.sc.ious; lustr.ous; lust; lusty
umami,,
tinker,tin.ker,tin.der
guerrilla,guerr.illa,illa
astute,as.tute,tute; tutor; tutelage; canny; adroit; shrewd; austere; australia
treachery,trea.chery,trea.son; but.chery; debau.chery; trench; trent; cherry
ledge,ledge,ledger; wedge; bridge
snafu,snafu,situation; normal; fucked; snake; snuff
lest,,
feisty,fei.sty,pig.sty; sty.mie; fight; fart
chasm,cha.sm,cha.ris.ma; char.m
grunt,,
squalid,squa.lid,squall; squad
protrude,pro.trude,in.trude
borough,,burg; burger
oeuvre,oeuvre,man.oeuvre
gecko,,
whack,whack,smack
mainstay,,
conviction,,convict
broom,broom,room; bloom; blossom; groom
constipation,con.stip.ation,stip.end; stip.ple; stip.ul.ation; stiff
expletive,ex.ple.tive,com.ple.ment; vehement; invective
cauliflower,,caul; caulescent
inter,inter,inter.net; enter
conceit,con.ceit,deceit; conceive
outcast,,cast
swoon,swoon,infatuated; with; slobber; over
hapless,,whammy
cram,cram,clam; rote
intonation,,tone
kosher,,
halal,,kosher
conceive,con.ceive,con.ceit; re.ceive; de.ceive; gestation
diarrhoea,dia.rrh.oea,gono.rrh.oea; dysentery
saturation,saturation,Saturday; Saturn; saturnine; saturnalia
retention,re.ten.tion,at.ten.tion; po.ten.tial
cuckold,cuck.old,cuck.oo; beta
derogatory,de.rog.atory,ar.rog.ant; pre.rog.ative; sur.rog.ate; rog.ue; detractor; pejorative
cadre,,cadet; cicade
salient,sali.ent,re.sili.ent; salt; prominent
composition,com.position,position; composite
echelon,eche.lon,echo
lay-off,,
rebuff,,debuff; buff
omit,omit,admit; emit
ambient,ambi.ent,ambi.ence; ambi.valent; ambi.tion; ambi.guous; amphi.bian; amphibious
encroach,,ratchet; cockroach; roach; approach
"<span style=""background-color: initial;"">demure</span>",,modest; immure; mural
phonetic,phon.etic,phone; photic; pictograph; logogram
crisp,cr.isp,cr.ispy
brisk,brisk,brisk.et; risk; brick; frisk
pictographic,pic.to.graphic,pic.to.gram
gerund,ger.und,parti.cip.le
petty,,
titbit,tit.bit,
collate,col.late,re.lated; collation; corroborate
corroborate,cor.rob.or.ate,robor; robber; robot; robust; collate
comprehensive,com.pre.hens.ive,com.pre.hens.ible; ap.pre.hens.ive; com.pre.hend; com.pre.hens.ion; re.pre.hens.ible; grammar; school
flout,fl.out,cl.out
fabricate,,fabric
whammy,wham.my,hap.less; fluke
foment,,ferment; seditious
comprehensible,com.pre.hens.ible,com.pre.hens.ive; com.pre.hens.ion; com.pre.hend; re.pre.hens.ible; ap.pre.hens.ive
rudimentary,rudi.ment.ary,rude; pristine
plight,plight,flight; blight; betroth; troth; truth
anode,a.node,node; Arnold; Schwarzenegger; cathode; positive; electrode
cathode,cath.ode,an.ode; nagative; electrode
polyp,poly.p,
sandal,sandal,sandalwood; wood
"<span style=""color: rgb(15, 20, 25);"">mausoleum</span>",,mau.sole.um; maul.ana; petrol.eum; lin.oleum; mausolus
tantalize,tan.tal.ize,taunt
aplastic,a.plast.ic,plast.ic
shrivel,shri.vel,shrink; shrill; shriek; shovel
glint,glint,glitter; blink; flint; stint; lint
scrounge,scr.oun.ge,sc.oun.drel; sc.our.ge
conscript,conscript,recruit
barter,bart.er,bar.ge; bar.gain; Bart
funnel,,
incite,in.cite,in.cise; cit.ation; foment; cite
seditious,sed.it.ious,sed.it.ion; sedi.ment; seduce; sedulous
geld,geld,gild; gelding; castrate
smack,smack,smock; whack
giddy,,
flurry,flu.rry,flu.ffy; flu.ff; flu.tter
convene,con.vene,con.venor; con.vention
shamble,sham.ble,sham.poo; shame; limp
clout,,cloud; flout; clot
shed,shed,shred
nautilus,naut.il.us,naut.ic.al
acquiesce,ac.qui.esce,ac.qui.esc.ence; qui.escent; ac.quit; ac.quitt.al; ac.quire; ac.quaint.ance; esce
attest,,
comprise,com.prise,com.primise; com.pli.ment; prise
ostentation,ost.ent.ation,ation
cellulose,cellu.lose,cellu.loid; nitro.cellulose; fibre
lacquer,,
rayon,ray.on,Mercerized; Cotton; crayon; nylon; viscose; polyester
polyester,poly.e.ster,polar; fleece; polyster; nylon; rayon
envelope,en.ve.lope,en.ve.lop; de.ve.lop
modal,mod.al,mod.el
pinnacle,pin.na.cle,obs.ta.cle; a.cle
impart,im.part,
skid,,skit
tarmac,tar.mac,
autolyse,auto.lyse,auto.lysis; ana.lyse; para.lyse; electro.lyse; rest
cringe,crin.ge,frin.ge; in.fringe; flinch; wince
koi,koi,
antics,antic.s,anti; antic
per se,,
boast,boast,boat; toast; toaster; coast
marvel,marv.el,marb.le; mave.rick
wedge,we.dge,bri.dge; le.dge; e.dge; wed.ding
perseverance,per.sever.ance,sever.ance
equinox,equi.nox,equa.tor; sol.stice
vogue,vogue,rogue; vague; valgur
vague,,vogue
vulgar,vul.gar,vul.ture; vulval; vulcan; volcano; vague; vogue
forensic,for.en.sic,
purport,pur.port,port; purpose; pursuit; boast
parole,par.ole,par.ley; language
mutilate,mut.il.ate,mut.ant; mutiny
catechumen,cate.chu.men,cate.chism; cate.gory; Catty; kill
embellish,em.bell.ish,bella; furnish
unabated,un.abat.ed,abate
eschatology,es.chat.ology,
perforce,per.force,force
disperse,,dispersal; dispense
arguably,argu.ably,pre.sum.ably; argue; arguable; that; whether
avenue,a.venue,re.venue; par.venu
by and large,,by.and.large
pique,,pick; piqu
mediterranean,medi.terra.nean,medi; terra; nean; terrain
suzerainty,su.ze.rain.ty,su.ze; rain.ty; sove.reign.ty
sassy,sassy,
formaldehyde,formal.de.hyde,formal.ing; hide; form; methyl
ethanol,e.than.ol,than; ethane; ether
suspicious,sus.pic.ious,suspect
thwart,th.wart,stal.wart; stymie; informal
belch,bel.ch,bel.ly; bir.ch; hiccup; burp
cyst,,
a cappella,,a.cap.pella
debit,de.bit,debt; debtor; card
deposit,deposit,deb.it; with.draw; depose; deposition
desiccant,de.sicc.ant,de.sicc.ated; sicc.ative; ciss; narcissism
assent,as.sent,con.sent; con.sensus; con.sensual
inexorable,in.ex.ora.ble,in.ex.plic.able; in.evit.able; oral; orator; exortic
doodle,doodle,google
sombrero,somb.rero,to.rero; somb.er
panoramic,pano.ram.ic,pano.rama; pano.ply
pamper,pamper,pampers; tamper; with; cosset
tote,,tutelage
sloppy,slop.py,slope
bar mitzvah,,bar.mitz.vah; mitzvah
canteen,,
pewter,pew.ter,
marquee,mar.quee,mar.quis; mar.quise; mark; count
evoke,,invoke; summon
wry,,right
dispose,,pro.pose; im.pose; de.pose; re.pose; disposal; disposition
nouveau riche,,nou.veau.riche; nou.veau; nouv.eau; nouv.elle; beau
boggle,bogg.le,baffle
devise,devise,device
twirl,,whirl; swirl
vindictive,,vindicate; convict
gluten,,glue; bran
schematic,sche.matic,schema; scheme
waffle,waf.fle,baf.fle; raf.fle; weave
garner,gar.ner,ga.ther
galvanize,gal.van.ize,gall; gallant; galleon
grenade,gr.e.na.d.e,pome.gra.nate
pomegranate,pome.gran.ate,gran.ite; bran; pome
compromise,com.pro.mise,pro.mise; pre.mise; comprise
soggy,soggy,muddy; mealy
enema,e.nema,e.nemy; ci.nema; laxative; purgative
corduroy,cord.ur.oy,
lethargy,le.thar.gy,le.thal
obsolete,ob.sol.ete,
cumulus,cu.mul.us,accumulate; tumulus; tumultuous
prong,pr.ong,pro.long; prone; throng
feral,,ferocious
condominium,condo.mini.um,condom; apartment; flat; condo
accredit,ac.cred.it,reside; riside; with
covert,cover.t,over.t; cover
overt,overt,covert
miserly,miser.ly,misery; measly; measles; meager; paltry; negligible; exiguous; miser
succumb,suc.cumb,en.cumb.er; in.cumb.ent; comb; incubus; succubus; cubicle
zeitgeist,,zeit; time; geist; ghost
fumble,fumble,vt.vi; tumble; stumble; over; bumble; humble
tomahawk,toma.hawk,toma; hawk; hatchet
pervasive,per.vas.ive,per.vade; in.vade; wade
wreck,wr.eck,d.eck; wr.eak; wr.ench; wr.etch.ed; havoc; vengeance
wreak,,venge.ance; wreck
vengeance,ven.ge.ance,re.ven.ge; a.venge; myself
cardigan,cardi.gan,cardi.nal; cardi.ology; cardio.vascular; ve.gan; pan.gan; hooli.gan; Kal.gan
brute,,brutal
perplexity,per.plex.ity,com.plex.ity
lanky,lan.ky,lank; lackey; lack; spindly
mulch,mulch,vt.vi.n; march; munch
Bolshevik,bol.she.vik,
contingency,con.ting.ency,con.ting.ent
bereaved,be.reav.ed,leave
solidarity,solid.ar.ity,solidity; consolidation; solitary
contingent,con.ting.ent,con.ting.ency; fund
prevalence,pre.val.ence,pre.vail; per.va; con.val.escence; sive
prosthetic,pro.sthe.tic,pro.sthe.sis; ae.sthe.tic; isthmus
lilac,lilac,clove; lavender
chiffon,chiff.on,chaff
spandex,span.dex,dex.ter.ous
sycamore,sy.ca.more,sickmore; sycophant; London; Plane
deport,deport,export; expel; deportation; ation
pounce,p.ounce,ounce; pound
consign,con.sign,sign
wayward,wayward,would; upward; downward
mayonnaise,may.on.nai.se,may.on; nai.se; Angl.aise; mahon
froth,,frog
bulge,bulge,budge; bugle
unseemly,un.seem.ly,seemly; fashioned; formal
thrust,,rust; thrush; throng
inveterate,in.veter.ate,veter.an
stubble,stub.ble,stub.born; hob.ble; stud; stump; stab
hem,hem,berm
pristine,pri.st.ine,prie.st
gleaming,gleaming,glinting; gleam
crouch,cr.ouch,c.ouch; hunker; down; squat
wilt,wilt,will
scurry,scurry,curry
burly,bur.ly,bully; burr; burrow
nuisance,nu.is.ance,nu.is; ance
wield,wield,weld; wilt; weird; brandish
devious,dev.ious,dev.iate
grimace,grim.ace,wince; grim
prone,,
bellow,bel.low,belly
carton,cart.on,cart.oon
congeal,con.geal,co.agul.ate; jelly
reversal,re.vers.al,reverse
vacancy,vac.ancy,ancy; vacant; vacation
privy,privy,privil.ege; pivot
mold,m.old,mould
ramble,ram.ble,ram.pant; ram.page; stroll
confound,con.found,per.plexity; baff.le; confusion
rummage,rumm.age,ran.sack
throng,throng,thrust; long; throne; thrown; throw; thong; prong; wrong
obliterate,ob.liter.ate,litre; litter; liter
pellet,pell.et,re.pell.ent
tutelage,tute.lage,tu.ition; tutor; tote
scowl,sc.owl,c.owl; pr.owl
wince,win.ce,win.ch; cringe; flinch; vance; grimace
rubric,rub.ric,ruby; brick; rubicund
appliance,ap.pli.ance,com.pli.ance; with; utensil; cooking
furtive,fur.tive,tive
halve,halve,helve; salve; haft
gauntlet,g.aunt.let,g.aunt; gaunt
sporadic,spora.dic,dia.spora
squint,squ.int,squ.are; squat; squad; squalid; squeamish; squeez
